# timestamp tx ty tz qx qy qz qw
4602.680000000 -1.4045899661111 1.2284761948516 1.4454567381705 -0.51115185815946 0.69470273612548 -0.4310169570331 0.26520985854569
4602.690000000 -1.4051266312775 1.2275823491548 1.4459363983227 -0.51265345392215 0.69333720861298 -0.43012199598013 0.26732942207793
4602.700000000 -1.4056374585665 1.2266242333403 1.4463920583301 -0.5141626059519 0.69199286074733 -0.42913541366396 0.26949117249911
4602.710000000 -1.4061131642408 1.2256053029188 1.4468190598403 -0.5156978711431 0.69061505105354 -0.42809047767265 0.2717445489477
4602.720000000 -1.406544266719 1.2245291568959 1.4472127593209 -0.5172775662139 0.68914857872783 -0.42702010688844 0.27413862231037
4602.730000000 -1.4069229888075 1.2233980269944 1.4475694770083 -0.51891457535825 0.68755055725664 -0.4259498687159 0.27671032513761
4602.740000000 -1.4072508675914 1.2222073172636 1.447890027322 -0.52059592948352 0.68584058243846 -0.42487134133509 0.27944036393798
4602.750000000 -1.4075320953047 1.2209503580761 1.4481765360276 -0.52230134461091 0.68405744248874 -0.42376604578291 0.28229250651571
4602.760000000 -1.4077707085781 1.2196205484477 1.4484310810872 -0.52401100821196 0.682240390455 -0.42261570067624 0.28523057768484
4602.770000000 -1.4079707583294 1.2182114014224 1.4486556696361 -0.52570540712651 0.68042924167599 -0.42140227005975 0.28821866486867
4602.780000000 -1.4081368680421 1.2167170470857 1.4488516664328 -0.52736829176958 0.67865720267356 -0.42011160259379 0.29122727801737
4602.790000000 -1.4082754563533 1.2151341378817 1.4490177539978 -0.52899867664426 0.67692287551237 -0.41874704777056 0.29425623306929
4602.800000000 -1.4083932970216 1.2134599675044 1.4491517204171 -0.53060005112779 0.67521425805676 -0.41731712893714 0.29731415263272
4602.810000000 -1.4084968847164 1.2116917521125 1.4492512742056 -0.53217584844011 0.67351924857075 -0.41583022429253 0.30040957492492
4602.820000000 -1.4085924078265 1.2098266950067 1.4493140986363 -0.53372953173166 0.67182563087041 -0.41429455748683 0.30355086608321
4602.830000000 -1.4086830268651 1.2078622254981 1.4493397706295 -0.53526668348026 0.67012028922131 -0.41272168046451 0.30673961270848
4602.840000000 -1.4087581946382 1.2057969189528 1.4493370071852 -0.53680282719442 0.66838641225726 -0.41114015755951 0.30994531689943
4602.850000000 -1.4088031971842 1.2036299005356 1.4493174175681 -0.53835641920253 0.66660621759231 -0.40958428498589 0.31312813681193
4602.860000000 -1.4088032158732 1.2013605203224 1.4492928988427 -0.53994593939085 0.6647621484544 -0.40808884244797 0.31624858132028
4602.870000000 -1.4087433334932 1.1989883009713 1.4492759056275 -0.54159007684378 0.66283694833834 -0.40668877666906 0.3192672979077
4602.880000000 -1.4086128168961 1.1965145071585 1.4492760366421 -0.54330195186842 0.66081946219263 -0.40541082244401 0.32215321281757
4602.890000000 -1.4084214675814 1.1939484432223 1.4492852024202 -0.54506576940815 0.65872692659466 -0.40424221565741 0.32491594956087
4602.900000000 -1.4081854417244 1.1913015934605 1.4492896391517 -0.54685700050842 0.65658523091922 -0.40315790439201 0.32757741017954
