# timestamp tx ty tz qx qy qz qw
4563.900000000 2.2680992727086 0.9696228909218 1.4128443523307 -0.74279948702687 -0.36162335980154 0.18141536068699 0.53344721821871
4563.910000000 2.2627332425911 0.96715084425192 1.412032282743 -0.74350402891157 -0.36149308648912 0.18165516564114 0.53247150929296
4563.920000000 2.2573677564856 0.96470313306386 1.4112374308007 -0.74419258248019 -0.36134959203537 0.18195007913473 0.5315054479685
4563.930000000 2.2520055235091 0.96228359623026 1.4104684975652 -0.74487883419384 -0.36121096074465 0.18228102995565 0.53052407139192
4563.940000000 2.2466493022946 0.95989557621376 1.4097359802295 -0.74558079377352 -0.36109910879641 0.18263114514335 0.52949275576359
4563.950000000 2.2413019076806 0.95754246207065 1.4090499038392 -0.74631631333064 -0.36103592928843 0.18298358083194 0.52837678541484
4563.960000000 2.2359662927477 0.95522756963348 1.4084195177454 -0.74710309742241 -0.36104321881373 0.18332145419304 0.52714134765071
4563.970000000 2.2306476402487 0.95295283034756 1.4078494379776 -0.74795418599457 -0.36113422107209 0.18362899018901 0.52576325849761
4563.980000000 2.2253593567652 0.95071542391149 1.4073292120776 -0.74886441067844 -0.3612884412281 0.18389519812696 0.52426645206426
4563.990000000 2.2201168168993 0.9485114794137 1.4068449132103 -0.74982417433921 -0.36147704701881 0.18411022566325 0.52268678657615
4564.000000000 2.2149351740443 0.9463375570577 1.4063830189355 -0.7508240384866 -0.36167137117568 0.18426421903742 0.52106024611853
4564.010000000 2.2098292036258 0.94419098886404 1.40593049035 -0.75185473345518 -0.36184289647604 0.18434742787354 0.51942295279212
4564.020000000 2.2048113029038 0.94206707723668 1.4054747281533 -0.75291521179241 -0.36196554707936 0.18435461606571 0.51779629403308
4564.030000000 2.1998859457533 0.93994926692896 1.4050034555462 -0.75403687019822 -0.362022676476 0.1842980325488 0.51614166204392
4564.040000000 2.1950557409894 0.93781761933848 1.4045048094892 -0.75525894932821 -0.36199977525839 0.18419411975052 0.5144051014734
4564.050000000 2.190323407202 0.93565173274997 1.4039675343356 -0.75662023496743 -0.3618820927412 0.18405909169482 0.51253236166661
4564.060000000 2.1856917413608 0.9334307485125 1.403381182493 -0.7581589339794 -0.36165467230716 0.18390896809953 0.51046882400219
4564.070000000 2.1811618823746 0.93114072164853 1.4027406821343 -0.75989036140257 -0.36131070522115 0.18376209806758 0.50818569859242
4564.080000000 2.176728431266 0.92879698826092 1.402059288242 -0.76173988771372 -0.36087709356664 0.18364690500358 0.50576069547504
4564.090000000 2.1723844058842 0.92642230964882 1.4013544103394 -0.76361126723935 -0.36038954149935 0.18359472418908 0.50329930277414
4564.100000000 2.1681230965947 0.9240391366946 1.4006429199951 -0.7654096545042 -0.359884163142 0.18363720228595 0.5009080033778
4564.110000000 2.1639382703123 0.92166924929706 1.3999411649199 -0.76704154862003 -0.35939763602482 0.18380618074122 0.49869418467803
4564.120000000 2.1598259482282 0.91932811263507 1.3992608982613 -0.76843522780941 -0.35895758299816 0.18412401461721 0.49674450325178
4564.130000000 2.1557891694999 0.91700882237741 1.3985967081394 -0.76960343952549 -0.3585523365918 0.18457401020555 0.49505878696548
4564.140000000 2.1518326033717 0.91469895836629 1.3979388572214 -0.77057987404224 -0.35816004186125 0.18512933788044 0.49361439443249
4564.150000000 2.1479606846945 0.91238649858328 1.3972774419273 -0.77139781823823 -0.35775853531039 0.18576300343122 0.49238840663249
4564.160000000 2.144177456052 0.91006011960241 1.3966022728061 -0.77209026550097 -0.35732526033399 0.18644793610932 0.4913577590376
4564.170000000 2.140485496908 0.90771014658456 1.3959076629753 -0.7726907682627 -0.35684347245079 0.18715099718616 0.49049588893596
4564.180000000 2.1368832391082 0.90533062474628 1.3952073601795 -0.77323592395244 -0.35632157604808 0.18781433829945 0.48976210008653
4564.190000000 2.1333681593425 0.90291655251304 1.3945199520141 -0.77376303808213 -0.35577459961278 0.18837386948107 0.48911193040552
4564.200000000 2.1299378200872 0.90046299677443 1.3938636223908 -0.77430936906079 -0.35521763444522 0.18876550436368 0.4885007855942
4564.210000000 2.1265898095489 0.8979651594774 1.3932557810879 -0.77491211665117 -0.35466565819143 0.18892506912484 0.48788400324567
4564.220000000 2.1233210199402 0.89541844097632 1.3927086578605 -0.77560027075456 -0.35412496839872 0.18880509246731 0.48722927233538
4564.230000000 2.1201258311679 0.89281806186454 1.392217373127 -0.77636958153124 -0.35356715187851 0.18842706862444 0.48655501415063
4564.240000000 2.1169978862854 0.89015898761469 1.3917731977151 -0.7772071956003 -0.352954897981 0.18783001241747 0.48589268520281
4564.250000000 2.1139307006681 0.88743590999159 1.3913682823788 -0.77810018030084 -0.35225097579525 0.1870528160273 0.48527374077252
4564.260000000 2.1109175741247 0.88464333117901 1.3909959322633 -0.77903558519479 -0.35141828224238 0.1861343756359 0.48472955564175
4564.270000000 2.1079530992206 0.88177740032968 1.3906523163785 -0.7799974399703 -0.35042928966272 0.18511091825657 0.48429046503981
4564.280000000 2.1050384633171 0.87884091901232 1.390341125732 -0.7809572546809 -0.34929563803692 0.18400716508533 0.4839831472344
4564.290000000 2.1021767002912 0.87583809191516 1.3900678670818 -0.7818834222888 -0.34803922744636 0.18284473997332 0.48383345396179
4564.300000000 2.0993712024592 0.87277249085123 1.3898380184055 -0.78274446037004 -0.34668220153021 0.18164508098065 0.48386736349718
4564.310000000 2.0966259618632 0.86964689625673 1.3896569209714 -0.78350899667475 -0.34524687889179 0.18042951684657 0.48411097301726
